improve 0.2.3.0.1 at Shape(x=250, y=300, w=50, h=50) depth 4
* Score: 58083.886669909174 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [100, 100]', 'cut [0.0.0] [50, 50]', 'cut [0.0.0.1] [y] [25]', 'color [0.0.0.1.1] [0, 0, 0, 255]', 'color [0.0.0.2] [0, 0, 0, 255]', 'cut [0.0.0.3] [x] [25]', 'color [0.0.0.3.1] [0, 0, 0, 255]', 'cut [0.0.1] [y] [50]', 'cut [0.0.1.0] [y] [25]', 'color [0.0.1.0.1] [0, 0, 0, 255]', 'cut [0.0.1.1] [y] [75]', 'color [0.0.1.1.0] [0, 0, 0, 255]', 'color [0.0.1.1.1] [94, 83, 80, 255]', 'cut [0.0.2] [x] [150]', 'color [0.0.2.0] [142, 145, 112, 255]', 'color [0.0.2.1] [225, 196, 123, 255]', 'cut [0.0.3] [x] [50]', 'cut [0.0.3.0] [x] [25]', 'color [0.0.3.0.1] [0, 0, 0, 255]', 'cut [0.0.3.1] [y] [150]', 'color [0.0.3.1.0] [0, 0, 0, 255]', 'color [0.0.3.1.1] [142, 145, 112, 255]', 'cut [0.1] [300, 100]', 'cut [0.1.0] [y] [50]', 'cut [0.1.0.0] [y] [25]', 'color [0.1.0.0.1] [0, 0, 0, 255]', 'cut [0.1.0.1] [y] [75]', 'color [0.1.0.1.0] [0, 0, 0, 255]', 'color [0.1.0.1.1] [95, 84, 80, 255]', 'cut [0.1.1] [350, 50]', 'cut [0.1.1.0] [y] [25]', 'color [0.1.1.0.1] [0, 0, 0, 255]', 'cut [0.1.1.2] [x] [375]', 'color [0.1.1.2.0] [0, 0, 0, 255]', 'color [0.1.1.3] [0, 0, 0, 255]', 'cut [0.1.2] [x] [350]', 'cut [0.1.2.0] [y] [150]', 'color [0.1.2.0.0] [0, 0, 0, 255]', 'color [0.1.2.0.1] [140, 143, 110, 255]', 'cut [0.1.2.1] [x] [375]', 'color [0.1.2.1.0] [0, 0, 0, 255]', 'cut [0.1.3] [x] [250]', 'cut [0.1.3.0] [x] [225]', 'color [0.1.3.0.0] [226, 196, 122, 255]', 'color [0.1.3.0.1] [94, 71, 75, 255]', 'color [0.1.3.1] [96, 83, 79, 255]', 'cut [0.2] [300, 300]', 'cut [0.2.0] [x] [250]', 'color [0.2.0.0] [95, 72, 76, 255]', 'color [0.2.0.1] [141, 144, 111, 255]', 'cut [0.2.1] [x] [350]', 'color [0.2.1.0] [140, 143, 110, 255]', 'cut [0.2.1.1] [x] [375]', 'color [0.2.1.1.0] [0, 0, 0, 255]', 'cut [0.2.2] [x] [350]', 'color [0.2.2.0] [0, 0, 0, 255]', 'cut [0.2.2.1] [x] [375]', 'color [0.2.2.1.0] [0, 0, 0, 255]', 'cut [0.2.3] [y] [350]', 'color [0.2.3.0] [141, 143, 109, 255]', 'cut [0.2.3.1] [y] [375]', 'color [0.2.3.1.0] [0, 0, 0, 255]', 'cut [0.3] [100, 300]', 'cut [0.3.0] [x] [50]', 'cut [0.3.0.0] [x] [25]', 'color [0.3.0.0.1] [0, 0, 0, 255]', 'color [0.3.0.1] [142, 144, 111, 255]', 'cut [0.3.1] [x] [150]', 'color [0.3.1.0] [142, 145, 112, 255]', 'color [0.3.1.1] [223, 190, 120, 255]', 'cut [0.3.2] [y] [350]', 'color [0.3.2.0] [142, 145, 112, 255]', 'cut [0.3.2.1] [y] [375]', 'color [0.3.2.1.0] [0, 0, 0, 255]', 'cut [0.3.3] [x] [50]', 'cut [0.3.3.0] [x] [25]', 'color [0.3.3.0.1] [0, 0, 0, 255]', 'color [0.3.3.1] [0, 0, 0, 255]']
# Solving 10
OPTIONS FOR 0:
* Score: 210784.30769478861 Cmds: []  
* Score: 72230.26301217858 Cmds: ['color [0] [58, 74, 169, 255]']  
* Score: 41707.65599558656 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'cut [0.0.0] [50, 100]', 'color [0.0.0.0] [26, 35, 126, 255]', 'color [0.0.0.1] [33, 33, 33, 255]', 'cut [0.0.0.2] [x] [75]', 'color [0.0.0.2.0] [200, 184, 141, 255]', 'color [0.0.0.2.1] [33, 33, 33, 255]', 'cut [0.0.0.3] [y] [150]', 'color [0.0.0.3.0] [255, 236, 179, 255]', 'color [0.0.0.3.1] [57, 73, 171, 255]', 'cut [0.0.1] [x] [150]', 'color [0.0.1.0] [33, 33, 33, 255]', 'cut [0.0.1.1] [y] [100]', 'color [0.0.1.1.0] [33, 33, 33, 255]', 'color [0.0.1.1.1] [255, 236, 179, 255]', 'cut [0.0.2] [y] [300]', 'color [0.0.2.0] [92, 107, 192, 255]', 'color [0.0.2.1] [57, 73, 171, 255]', 'cut [0.0.3] [50, 300]', 'color [0.0.3.0] [92, 107, 192, 255]', 'cut [0.0.3.1] [x] [75]', 'color [0.0.3.1.0] [92, 107, 192, 255]', 'color [0.0.3.1.1] [33, 33, 33, 255]', 'color [0.0.3.2] [57, 73, 171, 255]', 'color [0.0.3.3] [57, 73, 171, 255]', 'cut [0.1] [y] [200]', 'cut [0.1.0] [y] [100]', 'color [0.1.0.0] [26, 35, 126, 255]', 'cut [0.1.0.1] [300, 150]', 'color [0.1.0.1.0] [255, 236, 179, 255]', 'color [0.1.0.1.1] [40, 53, 147, 255]', 'color [0.1.0.1.2] [255, 236, 179, 255]', 'color [0.1.0.1.3] [120, 132, 201, 255]', 'cut [0.1.1] [300, 300]', 'cut [0.1.1.0] [y] [250]', 'color [0.1.1.0.0] [121, 134, 203, 255]', 'color [0.1.1.0.1] [92, 107, 192, 255]', 'cut [0.1.1.1] [x] [350]', 'color [0.1.1.1.0] [121, 134, 203, 255]', 'color [0.1.1.1.1] [57, 73, 171, 255]', 'color [0.1.1.2] [57, 73, 171, 255]', 'color [0.1.1.3] [57, 73, 171, 255]']  
* Score: 42074.94723570993 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'cut [0.0.0] [x] [100]', 'cut [0.0.0.0] [x] [50]', 'color [0.0.0.0.0] [26, 35, 126, 255]', 'color [0.0.0.0.1] [33, 33, 33, 255]', 'color [0.0.0.1] [33, 33, 33, 255]', 'color [0.0.1] [26, 35, 126, 255]', 'cut [0.0.2] [y] [150]', 'cut [0.0.2.0] [300, 125]', 'color [0.0.2.0.0] [26, 35, 126, 255]', 'color [0.0.2.0.1] [40, 53, 147, 255]', 'color [0.0.2.0.2] [26, 35, 126, 255]', 'color [0.0.2.0.3] [255, 236, 179, 255]', 'cut [0.0.2.1] [y] [175]', 'color [0.0.2.1.0] [255, 236, 179, 255]', 'color [0.0.2.1.1] [121, 134, 203, 255]', 'cut [0.0.3] [x] [100]', 'cut [0.0.3.0] [50, 150]', 'color [0.0.3.0.0] [255, 236, 179, 255]', 'color [0.0.3.0.1] [33, 33, 33, 255]', 'color [0.0.3.0.2] [33, 33, 33, 255]', 'color [0.0.3.0.3] [57, 73, 171, 255]', 'cut [0.0.3.1] [x] [150]', 'color [0.0.3.1.0] [33, 33, 33, 255]', 'color [0.0.3.1.1] [255, 236, 179, 255]', 'cut [0.1] [200, 300]', 'color [0.1.0] [92, 107, 192, 255]', 'cut [0.1.1] [y] [250]', 'color [0.1.1.0] [121, 134, 203, 255]', 'cut [0.1.1.1] [x] [300]', 'color [0.1.1.1.0] [92, 107, 192, 255]', 'color [0.1.1.1.1] [57, 73, 171, 255]', 'color [0.1.2] [57, 73, 171, 255]', 'color [0.1.3] [57, 73, 171, 255]']  
* Score: 40798.6155436516 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [x] [100]', 'cut [0.0.0] [50, 100]', 'color [0.0.0.0] [26, 35, 126, 255]', 'color [0.0.0.1] [33, 33, 33, 255]', 'cut [0.0.0.2] [x] [75]', 'color [0.0.0.2.0] [200, 184, 141, 255]', 'color [0.0.0.2.1] [33, 33, 33, 255]', 'cut [0.0.0.3] [y] [150]', 'color [0.0.0.3.0] [255, 236, 179, 255]', 'color [0.0.0.3.1] [57, 73, 171, 255]', 'cut [0.0.1] [x] [150]', 'color [0.0.1.0] [33, 33, 33, 255]', 'cut [0.0.1.1] [y] [100]', 'color [0.0.1.1.0] [33, 33, 33, 255]', 'color [0.0.1.1.1] [255, 236, 179, 255]', 'cut [0.1] [y] [100]', 'color [0.1.0] [26, 35, 126, 255]', 'cut [0.1.1] [y] [150]', 'cut [0.1.1.0] [300, 125]', 'color [0.1.1.0.0] [26, 35, 126, 255]', 'color [0.1.1.0.1] [40, 53, 147, 255]', 'color [0.1.1.0.2] [26, 35, 126, 255]', 'color [0.1.1.0.3] [255, 236, 179, 255]', 'cut [0.1.1.1] [y] [175]', 'color [0.1.1.1.0] [255, 236, 179, 255]', 'color [0.1.1.1.1] [121, 134, 203, 255]', 'cut [0.2] [y] [300]', 'cut [0.2.0] [y] [250]', 'color [0.2.0.0] [121, 134, 203, 255]', 'cut [0.2.0.1] [x] [300]', 'color [0.2.0.1.0] [92, 107, 192, 255]', 'color [0.2.0.1.1] [57, 73, 171, 255]', 'color [0.2.1] [57, 73, 171, 255]', 'cut [0.3] [100, 300]', 'cut [0.3.0] [x] [50]', 'color [0.3.0.0] [92, 107, 192, 255]', 'cut [0.3.0.1] [x] [75]', 'color [0.3.0.1.0] [92, 107, 192, 255]', 'color [0.3.0.1.1] [33, 33, 33, 255]', 'color [0.3.1] [92, 107, 192, 255]', 'color [0.3.2] [57, 73, 171, 255]', 'color [0.3.3] [57, 73, 171, 255]']
# Solving 11
OPTIONS FOR 0:
* Score: 235480.12131673517 Cmds: []  
* Score: 72994.7273706441 Cmds: ['color [0] [182, 70, 22, 255]']  
* Score: 55703.65301804167 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'cut [0.0.0] [50, 100]', 'color [0.0.0.0] [211, 92, 18, 255]', 'color [0.0.0.1] [239, 196, 103, 255]', 'color [0.0.0.2] [155, 89, 55, 255]', 'color [0.0.0.3] [98, 46, 50, 255]', 'cut [0.0.1] [x] [150]', 'cut [0.0.1.0] [x] [125]', 'color [0.0.1.0.0] [192, 54, 11, 255]', 'color [0.0.1.0.1] [101, 50, 52, 255]', 'cut [0.0.1.1] [x] [175]', 'color [0.0.1.1.0] [204, 62, 7, 255]', 'color [0.0.1.1.1] [235, 159, 16, 255]', 'cut [0.0.2] [y] [300]', 'cut [0.0.2.0] [x] [150]', 'color [0.0.2.0.0] [196, 49, 5, 255]', 'color [0.0.2.0.1] [142, 2, 11, 255]', 'cut [0.0.2.1] [y] [350]', 'color [0.0.2.1.0] [91, 55, 45, 255]', 'color [0.0.2.1.1] [230, 127, 9, 255]', 'cut [0.0.3] [y] [300]', 'cut [0.0.3.0] [50, 250]', 'color [0.0.3.0.0] [79, 79, 87, 255]', 'color [0.0.3.0.1] [245, 221, 152, 255]', 'color [0.0.3.0.2] [63, 44, 48, 255]', 'color [0.0.3.0.3] [200, 55, 6, 255]', 'cut [0.0.3.1] [50, 350]', 'color [0.0.3.1.0] [176, 54, 17, 255]', 'color [0.0.3.1.1] [63, 44, 48, 255]', 'color [0.0.3.1.2] [230, 127, 9, 255]', 'color [0.0.3.1.3] [125, 21, 22, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.0] [250, 100]', 'color [0.1.0.0] [184, 28, 5, 255]', 'color [0.1.0.1] [222, 119, 12, 255]', 'color [0.1.0.2] [161, 8, 3, 255]', 'color [0.1.0.3] [236, 160, 15, 255]', 'cut [0.1.1] [y] [100]', 'cut [0.1.1.0] [350, 50]', 'color [0.1.1.0.0] [168, 18, 5, 255]', 'color [0.1.1.0.1] [238, 164, 17, 255]', 'color [0.1.1.0.2] [67, 55, 59, 255]', 'color [0.1.1.0.3] [231, 139, 11, 255]', 'cut [0.1.1.1] [x] [350]', 'color [0.1.1.1.0] [208, 67, 5, 255]', 'color [0.1.1.1.1] [168, 18, 4, 255]', 'cut [0.1.2] [y] [300]', 'cut [0.1.2.0] [x] [350]', 'color [0.1.2.0.0] [209, 71, 5, 255]', 'color [0.1.2.0.1] [87, 54, 63, 255]', 'cut [0.1.2.1] [y] [350]', 'color [0.1.2.1.0] [230, 135, 10, 255]', 'color [0.1.2.1.1] [89, 53, 59, 255]', 'cut [0.1.3] [x] [250]', 'color [0.1.3.0] [207, 77, 11, 255]', 'color [0.1.3.1] [153, 15, 12, 255]']  
* Score: 54486.30759361175 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'cut [0.0.0] [y] [50]', 'cut [0.0.0.0] [y] [25]', 'color [0.0.0.0.0] [183, 34, 6, 255]', 'color [0.0.0.0.1] [240, 202, 108, 255]', 'cut [0.0.0.1] [y] [75]', 'color [0.0.0.1.0] [243, 208, 112, 255]', 'color [0.0.0.1.1] [181, 81, 32, 255]', 'cut [0.0.1] [x] [300]', 'cut [0.0.1.0] [x] [250]', 'color [0.0.1.0.0] [184, 28, 5, 255]', 'color [0.0.1.0.1] [222, 119, 12, 255]', 'cut [0.0.1.1] [350, 50]', 'color [0.0.1.1.0] [168, 18, 5, 255]', 'color [0.0.1.1.1] [238, 164, 17, 255]', 'color [0.0.1.1.2] [67, 55, 59, 255]', 'color [0.0.1.1.3] [231, 139, 11, 255]', 'cut [0.0.2] [x] [300]', 'cut [0.0.2.0] [x] [250]', 'color [0.0.2.0.0] [236, 160, 15, 255]', 'color [0.0.2.0.1] [161, 8, 3, 255]', 'cut [0.0.2.1] [x] [350]', 'color [0.0.2.1.0] [208, 67, 5, 255]', 'color [0.0.2.1.1] [168, 18, 4, 255]', 'cut [0.0.3] [x] [100]', 'cut [0.0.3.0] [y] [150]', 'color [0.0.3.0.0] [98, 46, 50, 255]', 'color [0.0.3.0.1] [85, 81, 86, 255]', 'color [0.0.3.1] [200, 63, 9, 255]', 'cut [0.1] [200, 300]', 'cut [0.1.0] [x] [100]', 'cut [0.1.0.0] [50, 250]', 'color [0.1.0.0.0] [79, 79, 87, 255]', 'color [0.1.0.0.1] [245, 221, 152, 255]', 'color [0.1.0.0.2] [63, 44, 48, 255]', 'color [0.1.0.0.3] [200, 55, 6, 255]', 'cut [0.1.0.1] [x] [150]', 'color [0.1.0.1.0] [196, 49, 5, 255]', 'color [0.1.0.1.1] [142, 2, 11, 255]', 'cut [0.1.1] [x] [300]', 'cut [0.1.1.0] [x] [250]', 'color [0.1.1.0.0] [217, 84, 6, 255]', 'color [0.1.1.0.1] [149, 8, 10, 255]', 'cut [0.1.1.1] [x] [350]', 'color [0.1.1.1.0] [209, 71, 5, 255]', 'color [0.1.1.1.1] [87, 54, 63, 255]', 'cut [0.1.2] [300, 350]', 'color [0.1.2.0] [181, 26, 4, 255]', 'color [0.1.2.1] [230, 135, 10, 255]', 'color [0.1.2.2] [89, 53, 59, 255]', 'color [0.1.2.3] [182, 100, 41, 255]', 'cut [0.1.3] [y] [350]', 'cut [0.1.3.0] [y] [325]', 'color [0.1.3.0.0] [64, 45, 49, 255]', 'color [0.1.3.0.1] [210, 113, 19, 255]', 'color [0.1.3.1] [230, 125, 8, 255]']  
* Score: 54350.99866476779 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [y] [100]', 'cut [0.0.0] [y] [50]', 'cut [0.0.0.0] [y] [25]', 'color [0.0.0.0.0] [183, 34, 6, 255]', 'color [0.0.0.0.1] [240, 202, 108, 255]', 'cut [0.0.0.1] [y] [75]', 'color [0.0.0.1.0] [243, 208, 112, 255]', 'color [0.0.0.1.1] [181, 81, 32, 255]', 'cut [0.0.1] [x] [100]', 'cut [0.0.1.0] [y] [150]', 'color [0.0.1.0.0] [98, 46, 50, 255]', 'color [0.0.1.0.1] [85, 81, 86, 255]', 'color [0.0.1.1] [200, 63, 9, 255]', 'cut [0.1] [x] [300]', 'cut [0.1.0] [250, 100]', 'color [0.1.0.0] [184, 28, 5, 255]', 'color [0.1.0.1] [222, 119, 12, 255]', 'color [0.1.0.2] [161, 8, 3, 255]', 'color [0.1.0.3] [236, 160, 15, 255]', 'cut [0.1.1] [y] [100]', 'cut [0.1.1.0] [350, 50]', 'color [0.1.1.0.0] [168, 18, 5, 255]', 'color [0.1.1.0.1] [238, 164, 17, 255]', 'color [0.1.1.0.2] [67, 55, 59, 255]', 'color [0.1.1.0.3] [231, 139, 11, 255]', 'cut [0.1.1.1] [x] [350]', 'color [0.1.1.1.0] [208, 67, 5, 255]', 'color [0.1.1.1.1] [168, 18, 4, 255]', 'cut [0.2] [x] [300]', 'cut [0.2.0] [x] [250]', 'color [0.2.0.0] [207, 77, 11, 255]', 'color [0.2.0.1] [153, 15, 12, 255]', 'cut [0.2.1] [y] [300]', 'cut [0.2.1.0] [x] [350]', 'color [0.2.1.0.0] [209, 71, 5, 255]', 'color [0.2.1.0.1] [87, 54, 63, 255]', 'cut [0.2.1.1] [y] [350]', 'color [0.2.1.1.0] [230, 135, 10, 255]', 'color [0.2.1.1.1] [89, 53, 59, 255]', 'cut [0.3] [y] [300]', 'cut [0.3.0] [x] [100]', 'cut [0.3.0.0] [50, 250]', 'color [0.3.0.0.0] [79, 79, 87, 255]', 'color [0.3.0.0.1] [245, 221, 152, 255]', 'color [0.3.0.0.2] [63, 44, 48, 255]', 'color [0.3.0.0.3] [200, 55, 6, 255]', 'cut [0.3.0.1] [x] [150]', 'color [0.3.0.1.0] [196, 49, 5, 255]', 'color [0.3.0.1.1] [142, 2, 11, 255]', 'cut [0.3.1] [y] [350]', 'cut [0.3.1.0] [y] [325]', 'color [0.3.1.0.0] [64, 45, 49, 255]', 'color [0.3.1.0.1] [210, 113, 19, 255]', 'color [0.3.1.1] [230, 125, 8, 255]']
# Solving 12
OPTIONS FOR 0:
* Score: 24770.241123864835 Cmds: []  
* Score: 24775.241123864835 Cmds: ['color [0] [255, 255, 255, 255]']  
* Score: 20053.78865459842 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'cut [0.0.2] [150, 300]', 'color [0.0.2.0] [189, 167, 205, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.0] [y] [100]', 'cut [0.1.0.1] [250, 150]', 'color [0.1.0.1.3] [114, 58, 145, 255]', 'cut [0.1.1] [x] [350]', 'cut [0.1.1.0] [325, 100]', 'color [0.1.1.0.3] [114, 59, 145, 255]', 'cut [0.1.3] [250, 300]', 'color [0.1.3.1] [114, 58, 145, 255]']  
* Score: 20086.95840173802 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'cut [0.0.2] [300, 150]', 'cut [0.0.2.1] [350, 125]', 'color [0.0.2.1.3] [114, 58, 145, 255]', 'cut [0.0.2.3] [x] [250]', 'color [0.0.2.3.0] [114, 58, 145, 255]', 'cut [0.1] [x] [200]', 'cut [0.1.0] [x] [100]', 'cut [0.1.0.1] [150, 300]', 'color [0.1.0.1.0] [189, 167, 205, 255]', 'cut [0.1.1] [x] [300]', 'cut [0.1.1.0] [250, 300]', 'color [0.1.1.0.1] [114, 58, 145, 255]']  
* Score: 20063.95840173802 Cmds: ['cut [0] [200, 200]', 'cut [0.1] [300, 100]', 'cut [0.1.2] [y] [150]', 'cut [0.1.2.0] [350, 125]', 'color [0.1.2.0.3] [114, 58, 145, 255]', 'cut [0.1.3] [250, 150]', 'color [0.1.3.3] [114, 58, 145, 255]', 'cut [0.2] [x] [300]', 'cut [0.2.0] [250, 300]', 'color [0.2.0.1] [114, 58, 145, 255]', 'cut [0.3] [x] [100]', 'cut [0.3.1] [150, 300]', 'color [0.3.1.0] [189, 167, 205, 255]']
# Solving 13
OPTIONS FOR 0:
* Score: 179453.1018580572 Cmds: []  
* Score: 62292.53598154678 Cmds: ['color [0] [132, 110, 100, 255]']  
* Score: 30742.757940566997 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'cut [0.0.0] [x] [50]', 'color [0.0.0.0] [96, 69, 51, 255]', 'color [0.0.0.1] [113, 90, 84, 255]', 'cut [0.0.1] [y] [100]', 'color [0.0.1.0] [82, 73, 86, 255]', 'cut [0.0.1.1] [x] [150]', 'color [0.0.1.1.0] [93, 85, 96, 255]', 'color [0.0.1.1.1] [255, 219, 172, 255]', 'cut [0.0.2] [150, 300]', 'cut [0.0.2.0] [x] [125]', 'color [0.0.2.0.0] [93, 85, 96, 255]', 'color [0.0.2.0.1] [255, 219, 172, 255]', 'color [0.0.2.1] [255, 219, 172, 255]', 'color [0.0.2.2] [201, 187, 142, 255]', 'color [0.0.2.3] [201, 187, 142, 255]', 'cut [0.0.3] [y] [300]', 'color [0.0.3.0] [93, 85, 96, 255]', 'color [0.0.3.1] [201, 187, 142, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.0] [250, 100]', 'color [0.1.0.0] [93, 85, 96, 255]', 'color [0.1.0.1] [94, 86, 96, 255]', 'color [0.1.0.2] [101, 95, 104, 255]', 'cut [0.1.0.3] [x] [225]', 'color [0.1.0.3.0] [255, 219, 172, 255]', 'color [0.1.0.3.1] [93, 85, 96, 255]', 'cut [0.1.1] [y] [100]', 'cut [0.1.1.0] [y] [50]', 'color [0.1.1.0.0] [89, 74, 60, 255]', 'color [0.1.1.0.1] [171, 124, 88, 255]', 'color [0.1.1.1] [177, 131, 83, 255]', 'cut [0.1.2] [y] [300]', 'cut [0.1.2.0] [y] [250]', 'color [0.1.2.0.0] [93, 85, 96, 255]', 'color [0.1.2.0.1] [173, 138, 96, 255]', 'color [0.1.2.1] [201, 187, 142, 255]', 'cut [0.1.3] [250, 300]', 'cut [0.1.3.0] [x] [225]', 'color [0.1.3.0.0] [255, 219, 172, 255]', 'color [0.1.3.0.1] [93, 85, 96, 255]', 'color [0.1.3.1] [101, 95, 104, 255]', 'color [0.1.3.2] [201, 187, 142, 255]', 'cut [0.1.3.3] [y] [350]', 'color [0.1.3.3.0] [101, 95, 104, 255]', 'color [0.1.3.3.1] [201, 187, 142, 255]']  
* Score: 33162.42992102305 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [x] [200]', 'cut [0.0.0] [100, 100]', 'color [0.0.0.0] [117, 90, 74, 255]', 'color [0.0.0.1] [82, 73, 86, 255]', 'cut [0.0.0.2] [x] [150]', 'color [0.0.0.2.0] [93, 85, 96, 255]', 'color [0.0.0.2.1] [255, 219, 172, 255]', 'color [0.0.0.3] [96, 69, 51, 255]', 'cut [0.0.1] [300, 100]', 'color [0.0.1.0] [93, 85, 96, 255]', 'cut [0.0.1.1] [y] [50]', 'color [0.0.1.1.0] [89, 74, 60, 255]', 'color [0.0.1.1.1] [171, 124, 88, 255]', 'color [0.0.1.2] [177, 131, 83, 255]', 'color [0.0.1.3] [101, 95, 104, 255]', 'cut [0.1] [200, 300]', 'cut [0.1.0] [x] [100]', 'color [0.1.0.0] [93, 85, 96, 255]', 'cut [0.1.0.1] [x] [150]', 'color [0.1.0.1.0] [103, 96, 103, 255]', 'color [0.1.0.1.1] [255, 219, 172, 255]', 'cut [0.1.1] [x] [300]', 'color [0.1.1.0] [101, 95, 104, 255]', 'cut [0.1.1.1] [y] [250]', 'color [0.1.1.1.0] [93, 85, 96, 255]', 'color [0.1.1.1.1] [173, 138, 96, 255]', 'color [0.1.2] [201, 187, 142, 255]', 'color [0.1.3] [201, 187, 142, 255]']  
* Score: 30158.22090785467 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [100, 100]', 'color [0.0.0] [117, 90, 74, 255]', 'color [0.0.1] [82, 73, 86, 255]', 'cut [0.0.2] [x] [150]', 'color [0.0.2.0] [93, 85, 96, 255]', 'color [0.0.2.1] [255, 219, 172, 255]', 'color [0.0.3] [96, 69, 51, 255]', 'cut [0.1] [300, 100]', 'color [0.1.0] [93, 85, 96, 255]', 'cut [0.1.1] [y] [50]', 'color [0.1.1.0] [89, 74, 60, 255]', 'color [0.1.1.1] [171, 124, 88, 255]', 'color [0.1.2] [177, 131, 83, 255]', 'cut [0.1.3] [x] [250]', 'cut [0.1.3.0] [x] [225]', 'color [0.1.3.0.0] [255, 219, 172, 255]', 'color [0.1.3.0.1] [93, 85, 96, 255]', 'color [0.1.3.1] [101, 95, 104, 255]', 'cut [0.2] [x] [300]', 'cut [0.2.0] [250, 300]', 'cut [0.2.0.0] [x] [225]', 'color [0.2.0.0.0] [255, 219, 172, 255]', 'color [0.2.0.0.1] [93, 85, 96, 255]', 'color [0.2.0.1] [101, 95, 104, 255]', 'color [0.2.0.2] [201, 187, 142, 255]', 'cut [0.2.0.3] [y] [350]', 'color [0.2.0.3.0] [101, 95, 104, 255]', 'color [0.2.0.3.1] [201, 187, 142, 255]', 'cut [0.2.1] [y] [300]', 'cut [0.2.1.0] [y] [250]', 'color [0.2.1.0.0] [93, 85, 96, 255]', 'color [0.2.1.0.1] [173, 138, 96, 255]', 'color [0.2.1.1] [201, 187, 142, 255]', 'cut [0.3] [100, 300]', 'color [0.3.0] [93, 85, 96, 255]', 'cut [0.3.1] [x] [150]', 'cut [0.3.1.0] [x] [125]', 'color [0.3.1.0.0] [93, 85, 96, 255]', 'color [0.3.1.0.1] [255, 219, 172, 255]', 'color [0.3.1.1] [255, 219, 172, 255]', 'cut [0.3.2] [y] [350]', 'cut [0.3.2.0] [y] [325]', 'color [0.3.2.0.0] [255, 219, 172, 255]', 'color [0.3.2.0.1] [101, 95, 104, 255]', 'color [0.3.2.1] [201, 187, 142, 255]', 'color [0.3.3] [201, 187, 142, 255]']
# Solving 14
OPTIONS FOR 0:
* Score: 45198.53862798772 Cmds: []  
* Score: 45203.53862798772 Cmds: ['color [0] [255, 255, 255, 255]']  
* Score: 42452.741688929396 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [x] [100]', 'cut [0.0.0] [50, 200]', 'cut [0.0.0.0] [25, 100]', 'color [0.0.0.0.1] [24, 166, 254, 255]', 'cut [0.0.0.1] [75, 100]', 'color [0.0.0.1.0] [17, 184, 254, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.3] [250, 300]', 'color [0.1.3.2] [75, 215, 239, 255]']  
* Score: 42220.99683225935 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [y] [100]', 'cut [0.0.0] [200, 50]', 'cut [0.0.0.3] [100, 75]', 'color [0.0.0.3.0] [13, 178, 254, 255]', 'cut [0.1] [x] [200]', 'cut [0.1.1] [x] [300]', 'cut [0.1.1.0] [250, 300]', 'color [0.1.1.0.2] [75, 215, 239, 255]']  
* Score: 42239.99683225935 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [y] [100]', 'cut [0.0.0] [y] [50]', 'cut [0.0.0.1] [100, 75]', 'color [0.0.0.1.0] [13, 178, 254, 255]', 'cut [0.2] [x] [300]', 'cut [0.2.0] [250, 300]', 'color [0.2.0.2] [75, 215, 239, 255]']
# Solving 15
OPTIONS FOR 0:
* Score: 75113.00336126356 Cmds: []  
* Score: 62156.75451990906 Cmds: ['color [0] [206, 225, 244, 255]']  
